OBJECTID,BP_NO,STATUS,ADDRESS,UNIT_NO,DESCRIPTION,SCOPE,FILE_TYPE,BLDG_TYPE,APP_DETAIL,APPL_AREA,STOREYS,EST_CON_VALUE,RES_UNITS,DEMO,POSTAL_CODE,BLDG_NO,WARD,ZAREA,LATITUDE,LONGITUDE,APPLICATION_DATE,ISSUE_DATE,COMPLETE_DATE,latitude,longitude
20837,BP 3ALT 23-6905,ISSUED PERMIT,6719 GLEN ERIN DR,,INTERIOR ALTERATIONS TO CONVERT EXISTING WASHROOM TO BARRIER FREE WASHROOM - TOTAL 25 UNITS,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,128000,,N,L5N 3S6,,9,46w,43.58718677,-79.75885633,1681344000000,2023-05-11,,43.58718676531904,-79.7588563255836
21113,BP 3ALT 23-7373,ISSUED PERMIT,1100 CAVEN ST,,PARKING GARAGE RAMP REPAIR & WATERPROOFING - LOCALIZED GARAGE CONCRETE REPAIR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,43000,,N,L5G 4N3,,1,07,43.57039209,-79.57002122,1684195200000,2023-06-01,,43.57039208807052,-79.5700212193787
21115,BP 9ALT 23-7022,COMPLETED -ALL INSP SIGNED OFF,237 CHURCH ST,,INTERIOR ALTERATIONS TO INSTALL NEW ELEVATOR IN EXISTING SFD,ALTERATION TO EXISTING BLDG,RESIDENTIAL,ROW DWELLING,,,,23000,,N,L5M 1N1,,11,38w,43.5812289,-79.71091437,1682035200000,2023-06-02,1736985600000,43.5812288973116,-79.71091437363066
21295,BP 3ALT 22-4792,COMPLETED -ALL INSP SIGNED OFF,1305 DIXIE RD,1,INTERIOR ALTERATIONS FOR NEW ELEVATOR - TORONTO GOLF CLUB,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL - OTHER,,,,104000,,N,L5E 2P5,,1,05,43.59340718,-79.55530812,1668384000000,2023-06-14,1745452800000,43.593407183619696,-79.55530811681594
21552,BP 3ALT 23-8116,COMPLETED -ALL INSP SIGNED OFF,975 CENTRAL PKY W,,REVISION TO 21-5441 - REPLACEMENT OF 7 - 2 POST CASSETTE STYLE AND 1 - 3 POST CASSETTE STYLE IN-GROUND AUTOMOTIVE VEHICLE LIFT - MISSISSAUGA TRANSIT,ALTERATION TO EXISTING BLDG,PUBLIC,CITY,,,,38000,,N,L5C 3B1,,6,23,43.56900457,-79.65600945,1687910400000,2023-07-06,1705449600000,43.569004567003496,-79.65600945305303
21705,BP 3ALT 23-7973,COMPLETED -ALL INSP SIGNED OFF,1120 RUNNINGBROOK DR,,INTERIOPR ALTERATIONS TO BARRIER-FREE WASHROOM - TERESA OF CALCUTTA ELEMENTARY SCHOOL,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,,,38000,,N,L4Y 2T2,,3,20,43.61246341,-79.60467823,1687219200000,2023-07-18,1709856000000,43.61246340848427,-79.6046782281377
21730,FIRE 23-8160,COMPLETED -ALL INSP SIGNED OFF,101 QUEENSWAY  W,300,INSTALLATION OF (4) ELECTROMAGNETIC LOCKS WITHIN 3RD FLOOR ELEVATOR LOBBY - TRILLIUM HEALTH PARTNERS,ELECTROMAG LOCK DEVICE,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,20000,,N,L5B 2P7,,7,15,43.57226353,-79.61091781,1688083200000,2023-07-19,1699315200000,43.57226353285717,-79.61091780726197
21743,FIRE 23-7511,COMPLETED -ALL INSP SIGNED OFF,1580 MISSISSAUGA VALLEY BLVD,,FIRE ALARM SYSTEM UPGRADE FOR ELEVATOR MODERNIZATION,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,39000,,N,L5A 3T8,,4,21,43.59137447,-79.62787541,1684886400000,2023-07-20,1716422400000,43.59137446569162,-79.62787540627595
21744,BP 3ALT 23-7972,COMPLETED -ALL INSP SIGNED OFF,4555 TOMKEN RD,,INTERIOR ALTERATIONS TO EXISTING BARRIER-FREE WASHROOM -  PHILIP POPCOCK CATHOLIC S.S.,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - SECONDARY,,,,38000,,N,L4W 1J9,,3,27,43.62496959,-79.62525067,1687219200000,2023-07-20,1703203200000,43.62496958844698,-79.62525066863527
21848,BP 9ALT 23-8365,COMPLETED -ALL INSP SIGNED OFF,24 BROADVIEW AVE,,REVISION TO PERMIT 22-2838 - INSTALL ELEVATOR,REVISIONS,RESIDENTIAL,SEMI-DETACHED DWELLING,,,,23000,,N,L5H 2S9,L,1,08,43.54217706,-79.59799198,1689552000000,2023-07-28,1724025600000,43.54217706322777,-79.59799198050379
21849,FIRE 23-6875,ISSUED PERMIT,2360 BONNER RD,,INSTALLATION OF SMOKE DETECTORS IN ELEVATOR LOBBY,FIRE CODE RETROFIT,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,39000,,N,L5J 2C7,,2,11,43.51448335,-79.6478708,1681257600000,2023-07-28,,43.51448334714202,-79.64787079566531
22043,BP 9ALT 22-4486,ISSUED PERMIT,47 BEN MACHREE DR,47A,REVISION TO PERMIT 22-3559 - ADDITION OF HEATED ATTIC FLOOR   REVISED FRONT ELEVATION  & INTERIOR LAYOUT  NEW ELEVATOR,REVISIONS,RESIDENTIAL,DETACHED DWELLING,,98.13,,173000,,N,L5H 2S2,,1,08,43.54124465,-79.59167073,1666742400000,2023-08-15,,43.541244651125524,-79.59167073080383
22216,FIRE 23-8458,ISSUED PERMIT,924 RATHBURN RD E,,FIRE ALARM CONTROL PANEL REPLACEMENT AND INSTALLATION OF SMOKE DETECTORS IN ALL ELEVATOR LOBBIES,OTHER,PUBLIC,CHURCH,,,,39000,,N,L4W 4H5,,3,27,43.61553434,-79.61639945,1689811200000,2023-08-29,,43.61553433717498,-79.61639944830107
22317,FIRE 23-9066,COMPLETED -ALL INSP SIGNED OFF,6925 CENTURY AVE,4th Floor,INSTALLATION OF (2) MAGLOCKS ON 4TH FLOOR ELEVATOR LOBBY,ELECTROMAG LOCK DEVICE,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,10000,,N,L5N 7K2,,9,46e,43.60267983,-79.75016764,1693353600000,2023-09-07,1701993600000,43.602679834404064,-79.75016763722368
22729,BP 3ALT 23-9220,COMPLETED -ALL INSP SIGNED OFF,5400 EXPLORER DR,,INTERIOR ALTERATIONS - CONVERT MEZZANINE TO 2ND FLR  CREATE (2) EXIT STAIRWAYS  ELEVATOR  & OPENING IN 2ND FLR SLAB - LANDLORD WORK,ALTERATION TO EXISTING BLDG,INDUSTRIAL,INDUSTRIAL - OTHER,,,,78390,,N,L4W 5H8,,5,34e,43.66156973,-79.60417453,1694390400000,2023-10-13,1720396800000,43.66156973144375,-79.60417453306034
23049,BP 3NEW 23-8502,COMPLETED -ALL INSP SIGNED OFF,4605 MISSISSAUGA RD,,(1) STOREY ADDITION TO ACCOMMODATE NEW ELEVATOR - CROATIAN MARTYRS PARISH,ADDITION TO EXISTING BLDG,PUBLIC,CHURCH,,27.24,,92000,,N,L5M 2B2,,8,31,43.56839759,-79.6936472,1690156800000,2023-11-08,1766448000000,43.56839759139164,-79.69364719738766
23051,BP 3NEW 23-9572,COMPLETED -ALL INSP SIGNED OFF,361 QUEEN ST S,,NEW ACCESSIBLE RAMP/PORCH IN FRONT YARD,ADDITION TO EXISTING BLDG,PUBLIC,PUBLIC - OTHER,,,,37960,,N,L5M 1M3,,11,38w,43.57605368,-79.70509598,1696550400000,2023-11-08,1768867200000,43.576053681846936,-79.70509598453843
23520,BP 3NEW 23-10093,COMPLETED -ALL INSP SIGNED OFF,3150 DERRY RD E,,EXTERIOR ALTERATIONS TO ADD NEW ACCESS RAMP W/ DOORS & RETAINING WALL OF EXISTING INDUSTRIAL BLDG. - HOME DEPOT WAREHOUSE - PHASE 1.5,ALTERATION TO EXISTING BLDG,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,,,300000,,N,L4T 1A9,B,5,40w,43.70667473,-79.63565527,1699574400000,2023-12-13,1745452800000,43.706674732197385,-79.63565526970456
23589,BP 9ALT 23-10557,COMPLETED -ALL INSP SIGNED OFF,878 SILVERTHORN MILL AVE,,INTERIOR ALTERATIONS TO INSTALL NEW ELEVATOR IN EXISTING SFD,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,22620,,N,L5W 1B2,,11,44w,43.62595072,-79.72041095,1702339200000,2023-12-19,1741219200000,43.625950720342026,-79.72041094641888
23703,BP 9ALT 23-10260,ISSUED PERMIT,145 ST. LAWRENCE DR,,REVISION TO 21-6626 - STRUCTURAL CHANGES AROUND ELEVATOR OPENING,ALTERATION TO EXISTING BLDG,RESIDENTIAL,ROW DWELLING,,,,11300,,N,,,1,07,43.55613328,-79.5784444,1700697600000,2024-01-03,,43.5561332793893,-79.5784443956189
23713,BP 9ALT 23-9558,COMPLETED -ALL INSP SIGNED OFF,2220 PARKER DR,,REVISION TO PERMIT 22-1616 - ALTERATIONS TO ADD NEW ELEVATOR & INTERIOR ALTERATIONS WITHIN SECOND FLOOR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,121881,,N,L5B 1W2,,7,15,43.56581716,-79.61288756,1696550400000,2024-01-04,1727827200000,43.56581715668051,-79.61288755810237
23934,BP 3ALT 24-189,ISSUED PERMIT,5266 SOLAR DR,B106,NEW BARRIER FREE WASHROOM ON GRND FLR- PAHA SARU LIMITED,ALTERATION TO EXISTING BLDG,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,5.85,,7868,,N,L4W 5M8,,5,34w,43.65450979,-79.61327068,1705363200000,2024-01-29,,43.65450979091869,-79.61327068271231
24094,FIRE 24-435,COMPLETED -ALL INSP SIGNED OFF,1855 BUCKHORN GATE,,ALTERATION TO ELEVATOR RECALL & RELATED FIRE ALARM SYSTEM,OTHER,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,100620,,N,L4W 5N9,,3,26,43.64156429,-79.61169727,1706659200000,2024-02-12,1727827200000,43.6415642931943,-79.61169726893637
24139,BP 9ALT 24-428,COMPLETED -ALL INSP SIGNED OFF,9 EARL ST,,REVISION TO BP 23-5892 - ALTERATIONS WITHIN ALL FLOORS INCLUDING FINISHING BASEMENT  NEW ELEVATOR & STRUCTURAL ALTERATIONS,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,152680,,N,L5M 1N6,,11,38w,43.58941578,-79.7196872,1706659200000,2024-02-16,1733443200000,43.58941577511993,-79.71968720384066
24580,FIRE 23-8432,ISSUED PERMIT,4983 RATHKEALE RD,,INSTALL SMOKE DETECTORS IN ELEVATOR LOBBIES AND CONNECT TO EXISTING FIRE CONTROL PANEL,OTHER,RESIDENTIAL,RESIDENTIAL - OTHER,,,,77000,,N,L5V 2B3,,6,30,43.57765657,-79.6826619,1689724800000,2024-03-28,,43.5776565690996,-79.68266190460771
24630,BP 3ALT 23-7453,ISSUED PERMIT,5880 FALBOURNE ST,,ALTERATION WITHIN EXISTING INDUSTRIAL BLDG. NEW MEZZANINES  EXIT DOORS  UNIVERSAL WASHROOM  STAFF STORAGE  ELEVATOR  GENERAL STORAGE  COOLERS & FREEZERS,ADDITION AND ALTERATION,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,363.9,,957112,,N,L5R 0E6,,5,37e,43.61764117,-79.68364719,1684454400000,2024-04-02,,43.61764117336557,-79.68364718797872
24723,BP 9ALT 24-1189,COMPLETED -ALL INSP SIGNED OFF,3133 CLIPPERTON DR,,INTERIOR ALTERATIONS - INSTALL A HOMELIFT ELEVATOR  RELOCATE THE POWDER ROOM ON THE MAIN FLOOR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,20,,22620,,N,L5M 0C2,,10,57,43.55196714,-79.72953668,1710979200000,2024-04-09,1717372800000,43.55196713619475,-79.72953668022761
24754,FIRE 24-1445,COMPLETED -ALL INSP SIGNED OFF,1271 WALDEN CIR,,ALTERATIONS TO FIRE ALARM SYSTEM.  ELEVATOR RECALL SYSTEM,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,100620,,N,L5J 4R4,,2,10,43.51283939,-79.62941328,1712275200000,2024-04-11,1767657600000,43.51283938748254,-79.62941328356497
24807,BP 3ALT 23-6054,ISSUED PERMIT,2185 NORTH SHERIDAN WAY,,INTERIOR ALTERATIONS  (2) NEW LOADING DOCK DOORS WITH PROPOSED RAMP  OMCAN MANUFACTURING & DISTRIBUTING COMPANY INC,ALTERATION TO EXISTING BLDG,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,258,,401112,,N,L5K 1A4,,2,18,43.52175592,-79.65242809,1676505600000,2024-04-15,,43.52175591609643,-79.65242809068002
25018,BP 9ALT 24-1447,COMPLETED -ALL INSP SIGNED OFF,1772 POETS WALK,,ALTERATIONS TO BASEMENT  GROUND  SECOND FLOOR OF EXISTING SFD. WALL REMOVAL AND NEW ELEVATOR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,148.72,,88042,,N,L5M 4M4,,6,38w,43.58111685,-79.70392754,1712275200000,2024-05-02,1752537600000,43.581116847410726,-79.7039275351904
25055,BP 3ALT 24-1803,COMPLETED -ALL INSP SIGNED OFF,5400 EXPLORER DR,,REVISIONS TO BP 23-9351 - CHANGES TO NEW ELEVATOR TRANSFORMER CLOSET,REVISIONS,COMMERCIAL,COMMERCIAL OFFICE- SINGLE USER,,3.4,,37960,,N,L4W 5H8,,5,34e,43.66156973,-79.60417453,1714089600000,2024-05-07,1720396800000,43.66156973144375,-79.60417453306034
25078,BP 9ALT 24-377,ISSUED PERMIT,1362 LOCHLIN TR,,REVISION TO BP 23-8848 - ADDITION OF CAR LIFT IN GARAGE DOWN TO BASEMENT LEVEL  NEW UNHEATED STORAGE UNDER GARAGE  REAR DECK AND FLOOR STRUCTURE ALTERATIONS,REVISIONS,RESIDENTIAL,DETACHED DWELLING,,,,7599,,N,L5G 3V3,,1,07,43.56795983,-79.58539101,1706486400000,2024-05-09,,43.5679598327566,-79.58539101055844
25303,FIRE 24-2184,COMPLETED -ALL INSP SIGNED OFF,20 STRATHAVEN DR,,ALTERATIONS TO FIRE ALARM CONTROL PANEL FOR ELEVATOR MODERNIZATION,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,100620,,N,L5R 3R9,,5,37e,43.61019582,-79.65852097,1716422400000,2024-05-29,1730160000000,43.610195824445825,-79.65852097004172
25487,FIRE 24-2435,COMPLETED -ALL INSP SIGNED OFF,1800 THE COLLEGEWAY,,ALTERATIONS TO FIRE ALARM CONTROL PANEL FOR ELEVATOR MODERNIZATION,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,100620,,N,L5L 5S4,,8,24,43.54424039,-79.66815547,1717632000000,2024-06-13,1742860800000,43.54424038970782,-79.66815547217053
25653,BP 9ALT 24-970,ISSUED PERMIT,3420 ENNISKILLEN CIR,,SECOND STOREY & REAR ADDITION  INTERIOR ALTERATIONS  BARRIER FREE RAMP & NEW CANOPY FOR EXISTING PORCH IN FRONT YARD,ADDITION AND ALTERATION,RESIDENTIAL,DETACHED DWELLING,,134,,473008,,N,L5C 2N1,,6,24,43.5574266,-79.65958314,1709856000000,2024-06-27,,43.557426600805016,-79.65958313705474
25688,BP 3ALT 24-2422,ISSUED PERMIT,3185 MAVIS RD,,ALTERATION TO ENTRANCE & ELEVATOR LOBBY  PARTIAL ROOF MEMBRANE REPLACEMENT  REPLACEMENT OF (7) RTUs & (8) NEW EXHAUST FANS  EXTERIOR STUCCO REPAIR,ALTERATION TO EXISTING BLDG,PUBLIC,CITY,,64.6,,1131450,,N,L5C 1T7,,7,22,43.57014888,-79.63705729,1717545600000,2024-07-02,,43.5701488784264,-79.637057294147
25748,BP 3ALT 24-2369,COMPLETED -ALL INSP SIGNED OFF,2700 MATHESON BLVD E,3,INTERIOR ALTERATIONS FOR ELEVATOR LOBBY FOR UNIT 300,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL - OTHER,,21,,58427,,N,L4W 4V9,,5,34e,43.66287686,-79.59988491,1717372800000,2024-07-05,1729641600000,43.662876862030394,-79.59988490642503
26119,BP 9ALT 24-2112,COMPLETED -ALL INSP SIGNED OFF,1987 BALSAM AVE,,REVISION TO BP 23-6935 - CHANGES TO LAYOUTS  NEW ELEVATOR  NEW ROOF COVER FOR SIDE BELOW GRADE ENTRANCE  NEW REAR BALCONY TO COVER PORCH BELOW,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,141.34,,128393,,N,L5J 1L3,,2,10,43.51535155,-79.63280777,1715904000000,2024-08-07,1751932800000,43.515351550109706,-79.63280776986832
26182,BP 3ALT 24-3241,ISSUED PERMIT,60 COURTNEYPARK DR W,5B,INTERIOR ALTERATION TO CONVERT A STORAGE ROOM TO A BARRIER-FREE WASHROOM,ALTERATION TO EXISTING BLDG,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,10.2,,37960,,N,L5W 0B3,,5,44e,43.63541165,-79.69473786,1722297600000,2024-08-12,,43.635411646255726,-79.6947378576933
26452,FIRE 24-3722,COMPLETED -ALL INSP SIGNED OFF,33 CITY CENTRE DR,,UPGRADE FIRE ALARM CONTROL SYSTEM WITH ADDED FEATURE TO MEET THE ELEVATOR RECALL CAPABILITIES,OTHER,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,100620,,N,L5B 2N5,,4,29,43.5948685,-79.63842206,1724803200000,2024-09-03,1750809600000,43.59486849832849,-79.63842206247337
26454,BP 3ALT 24-344,COMPLETED -ALL INSP SIGNED OFF,4900 TOMKEN RD,,NEW ELEVATOR,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - OTHER,,,,41230,,N,L4W 1J8,E,3,27,43.62519349,-79.63047896,1706140800000,2024-09-03,1768953600000,43.62519348683648,-79.63047895766893
26812,BP 9ALT 24-3218,COMPLETED -ALL INSP SIGNED OFF,110 ST. LAWRENCE DR,,NEW ELEVATOR ON GROUND & SECOND FLOOR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,CONDOMINIUM ROW DWELLING,,10,,22620,,N,,,1,07,43.55557993,-79.57903506,1722211200000,2024-09-25,1748390400000,43.55557993107276,-79.57903505832206
26839,BP 3NEW 24-3437,COMPLETED -ALL INSP SIGNED OFF,4150 WESTMINSTER PL,,ALTERATIONS TO REPLACE ENTRANCE STAIRS & RAMP IN FRONT YARD - ST LUKES DIXIE SENIOR RESIDENCE,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,90,,77740,,N,L4W 3Z7,,3,27,43.6150239,-79.6190491,1723507200000,2024-09-26,1751846400000,43.615023899413984,-79.61904909973333
27587,BP 3NEW 24-4621,COMPLETED -ALL INSP SIGNED OFF,2180 MATHESON BLVD E,1,NEW GARAGE DOOR & RAMP ON THE WEST ELEVATION  ADJUST THE ORIENTATION OF THE EXISTING EXTERIOR STAIRS - LANDLORD WORK,ALTERATION TO EXISTING BLDG,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,43,,77350,,N,L4W 5E1,,5,34w,43.65290884,-79.61117553,1729641600000,2024-11-20,1752537600000,43.65290883622573,-79.61117553383696
27683,BP 3ALT 24-2077,COMPLETED -ALL INSP SIGNED OFF,1200 AEROWOOD DR,6,INTERIOR ALTERATIONS - THE BRAMPTON NILGIRIS INC.,ALTERATION TO EXISTING BLDG,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,300,,419700,,N,L4W 2S7,,5,35w,43.63814866,-79.63842888,1715731200000,2024-11-26,1758067200000,43.638148657136774,-79.63842887837862
27771,BP 9ALT 24-4973,COMPLETED -ALL INSP SIGNED OFF,3341 SUNDEW CRT,,(1) STOREY ADDITION IN SIDE YARD  NEW CRAWL SPACE  NEW SIDE DOOR  NEW DECK IN REAR YARD WITH LIFT,ADDITION AND ALTERATION,RESIDENTIAL,DETACHED DWELLING,,21.2,,78837,,N,L5N 5X6,,10,56,43.56417651,-79.75643737,1731283200000,2024-12-03,1768262400000,43.56417651482653,-79.75643737410985
27944,BP 3ALT 24-5215,COMPLETED -ALL INSP SIGNED OFF,3450 PLATINUM DR,A4,INTERIOR ALTERATIONS INCLUDES NEW BARRIER FREE WASHROOM AND NEW KITCHEN EXHAUST SYSTEM - SAM'S NASHVILLE HOT CHICKEN,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL RETAIL - MULTI-USER,,5,,65515,,N,,A,8,58,43.53678438,-79.72582347,1732579200000,2024-12-17,1762128000000,43.536784384715205,-79.72582347397764
28033,BP 3ALT 24-4794,ISSUED PERMIT,6950 KENDERRY GATE,,INT ALTS  (1) NEW LOADING DOCK DOOR W/ PROPOSED RAMP  REVISED & INFILL OF OPENINGS ON EXT WALLS - TRUCK AND TRAILER REPAIR SHOP,ALTERATION TO EXISTING BLDG,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,844.44,,1221542,,N,L5T 2S7,,5,43w,43.65058708,-79.69870181,1730332800000,2024-12-24,,43.65058708134703,-79.69870181445151
28103,BP 3NEW 24-4137,COMPLETED -ALL INSP SIGNED OFF,6635 ORDAN DR,,NEW CONCRETE PAD FOR DUST COLLECTOR SYSTEM IN REAR YARD - MAD ELEVATOR,ALTERATION TO EXISTING BLDG,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,,,54080,,N,L5T 1K6,,5,42w,43.66307067,-79.66559994,1727049600000,2025-01-06,1765152000000,43.663070671895966,-79.66559994475043
28207,FIRE 24-5192,COMPLETED -ALL INSP SIGNED OFF,5770 HURONTARIO ST,1101,ALTERNATIVE SOLUTION - TO INSTALL SPRINKLER CURTAIN WALL TO SEPERATE SUITE 1101 & ELEVATOR LOBBY,OTHER,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,154570,,N,L5R 3G5,,5,37e,43.62025048,-79.67520586,1732233600000,2025-01-14,1745539200000,43.62025047997315,-79.6752058584658
28245,BP 3NEW 24-4327,COMPLETED -ALL INSP SIGNED OFF,5591 MCADAM RD,,NEW ENTRANCE RAMP WITHIN FRONT YARD,ALTERATION TO EXISTING BLDG,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,14.88,,37960,,N,L4Z 1N4,,5,36w,43.62707179,-79.65997607,1728000000000,2025-01-16,1745539200000,43.62707178985469,-79.6599760656958
28294,BP 3ALT 24-5156,ISSUED PERMIT,3085 GLEN ERIN DR,,INTERIOR ALTERATION TO PROVIDE UNIVERSAL WASHROOM  REVISE EXISTING POWER DOOR OPERATOR AT THE VESTIBULE,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL OFFICE- SINGLE USER,,36.3,,83018,,N,L5L 1J3,,8,25,43.53297248,-79.67478763,1732147200000,2025-01-20,,43.53297247776493,-79.67478763006037
28392,DRAIN 24-5498,COMPLETED -ALL INSP SIGNED OFF,6200 KENWAY DR,,TO CONNECT DOCK-LIFT DRAIN TO THE ON-SITE STORM CATCH BASIN - VIPOND CHUBB FIRE & SECURITY,OTHER,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,,,37960,,N,L5T 2N3,,5,43w,43.6355437,-79.67514903,1734048000000,2025-01-29,1743638400000,43.63554370084083,-79.67514902923516
28495,BP 3NEW 25-5757,COMPLETED -ALL INSP SIGNED OFF,927 MEADOW WOOD RD,,NEW ACCESSIBLE RAMP IN FRONT YARD,ALTERATION TO EXISTING BLDG,RESIDENTIAL,RESIDENTIAL - OTHER,,45,,48750,,N,L5J 2S7,,2,03,43.51748986,-79.61804605,1736294400000,2025-02-03,1752451200000,43.517489855193496,-79.61804604597992
28576,BP 3ALT 25-6112,ISSUED PERMIT,1500 GRAZIA CRT,,REPAIRS TO PARKING GARAGE RAMP  MECHANICAL PENTHOUSE  ROOF FRAMING  AND ROOF ANCHORS,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,250,,88790,,N,L4W 4Z9,,3,26,43.62836169,-79.60564854,1737676800000,2025-02-13,,43.62836168877101,-79.60564853944291
28703,BP 9ALT 23-10686,ISSUED PERMIT,137 BRIARHILL DR,,REPLACEMENT PROJECT for BP 9ALT 18-3000 - REVISION TO PERMIT 17-5375 - BASEMENT LAYOUT CHANGES  ADDITION OF VEHICLE LIFT IN GARAGE & MINOR HVAC REVISIONS,OTHER,RESIDENTIAL,DETACHED DWELLING,,,,38480,,N,L5G 2N3,,1,07,43.56842044,-79.59267118,1703116800000,2025-02-26,,43.568420444908014,-79.59267118054083
28951,BP 3NEW 24-2896,ISSUED PERMIT,4250 SHERWOODTOWNE BLVD,,ADDITION OF NEW VESTIBULE AND NEW LIFT SHAFT,ADDITION AND ALTERATION,COMMERCIAL,COMMERCIAL - OTHER,,8.81,,37960,,N,L4Z 2G6,A,4,28,43.6002238,-79.64030821,1720483200000,2025-03-21,,43.60022379706267,-79.64030821398224
29079,BP 3NEW 25-6499,COMPLETED -ALL INSP SIGNED OFF,3060 RIDGEWAY DR,,REVISION TO PERMIT 24-3521  - STRUCTURAL & FOUNDATION ALTERATIONS INCLUDING ALTERATIONS TO EXTERIOR ACCESS RAMP & STAIRS,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL RETAIL-SINGLE USER,,242,,208910,,N,L5L 0C2,,8,59,43.51725258,-79.68956693,1740009600000,2025-03-31,1768262400000,43.51725257962054,-79.68956693202946
29084,BP 9ALT 25-6683,COMPLETED -ALL INSP SIGNED OFF,4092 FARNSWORTH CRES,,INTERIOR ALTERATION TO INSTALL A HOME LIFT,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,30810,,N,L5L 3Z2,,8,58,43.53376235,-79.70736597,1741046400000,2025-03-31,1757548800000,43.53376234784649,-79.70736597433189
29199,BP 9ALT 25-6579,COMPLETED -ALL INSP SIGNED OFF,2297 YORKTOWN CIR,,INSTALL AN ELEVATOR LIFT INSIDE THE HOUSE,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,20,,11840,,N,L5M 5Y1,,11,39e,43.57285962,-79.71632926,1740528000000,2025-04-09,1748476800000,43.57285962107403,-79.71632926077504
29228,BP 3ALT 24-5231,COMPLETED -ALL INSP SIGNED OFF,5010 GLEN ERIN DR,2,c - CHANGES TO LAYOUT AND LIFT - GOODLIFE FITNESS,REVISIONS,COMMERCIAL,COMMERCIAL - OTHER,,229.44,,524729,,N,L5M 6J3,,9,39w,43.55400564,-79.71481272,1732579200000,2025-04-11,1745798400000,43.554005643220016,-79.7148127183071
29584,BP 3NEW 25-5941,COMPLETED -ALL INSP SIGNED OFF,3115 ARGENTIA RD,,INTERIOR & EXTERIOR ALTERATIONS INCLUDING NEW RAMP & ACCESSORY BLDG  - COSTCO BUSINESS CENTRE,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL - OTHER,,3075.92,,13255292,,N,L5N 8E1,H,9,55,43.59643812,-79.78919724,1736985600000,2025-05-12,1760659200000,43.596438117919135,-79.78919723893934
29658,BP 9ALT 23-9789,ISSUED PERMIT,3091 BONAVENTURE DR,,REVISION TO PERMIT 22-1586 - FINISH BASEMENT  NEW BELOW GRADE STAIRWELL IN REAR YARD & INTERIOR ELEVATOR  REVISED MAIN & 2ND FLOOR LAYOUT & FLATROOF,REVISIONS,RESIDENTIAL,DETACHED DWELLING,,202.88,,114627,,N,L4T 2J4,,5,48w,43.71579257,-79.65461893,1698019200000,2025-05-16,,43.71579256842371,-79.65461892994638
