_id,no_demande,id_permis,date_debut,date_emission,emplacement,arrondissement,code_type_base_demande,description_type_demande,description_type_batiment,description_categorie_batiment,nature_travaux,nb_logements,longitude,latitude,loc_x,loc_y,rank
350088,3003116194,3001498295,2022-01-20,2022-03-01,1600  rue Aylwin,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Commercial,Mixte,"Réaménagement des locaux, remplacement d'une cuisine existante, ajout d'une rampe d'accès, nouvelles toilettes, remplacement et l'élargissement de la porte sur la rue Aylwin. Tel que plan d'architecture soumis.",0,-73.54181323171936,45.54305612549327,301534.78,5044794.37,0.057308756
24334,3000075389,3000024974,2007-07-13,2007-07-13,13  rue Chauret,L'Île-Bizard - Sainte-Geneviève,TR,Agrandissement,Institutionnel,Administration,TRAV. AMÉNAGEMENT POUR ACCÈS HANDICAPÉ/AGRANDISSEMENT DU PORTIQUE D'ENTRÉE DE 2.63 M X 1.39 M AVEC RAMPE D'ACCÈS/RÉAMÉN. DE LA SALLE DE BAIN AU R-D-C/ MODIF. DE L'ESCALIER D'ENTRÉE PRINCIPALE,0,-73.86858047713845,45.481327097210055,275985.83,5037999.62,0.057308756
25575,3000074411,3000024693,2007-07-05,2007-07-05,4870  rue Jean-Brillant,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Résidentiel,2 Logements,"dans cour avant, ajouter une rampe d'accès pour fauteuil roulant",0,-73.62808562592005,45.48855094011623,294788.05,5038744.3,0.057308756
328709,3003069935,3001447474,2021-09-21,2021-10-27,5500  boulevard Henri-Bourassa Est,Montréal-Nord,TR,Transformation,Commercial,Commercial,"Travaux de remplacement du revêtement métallique,création d'une nouvelle ouverture,mise aux normes d'une rampe d'accès et aménagement du stationnement tel que plan approuvé.",0,-73.62210250792258,45.60506603750079,295275.42,5051692.05,0.057308756
414325,3003322997,3001679153,2023-11-14,2024-03-15,2176  rue Hogan,Ville-Marie,TR,Travaux extérieurs,Résidentiel,5 à 11 Logements,"En façade, remplacer 5 balcons avec nouvelle apparence, rénover une rampe d'accès et un escalier tel que l'existant, tel que documents approuvés.",0,-73.55366034485343,45.53597420414186,300609.1,5044007.9,0.057308756
24565,3000073137,3000026889,2007-06-22,2007-09-18,1190  rue Guy,Ville-Marie,TR,Transformation,Gouvernemental,Maison d'enseignement,"SUITE AU PERMIS DE TRANSFORMATION 3000061975, AMÉNAGEMENT PAYSAGÉ , SENTIER, ÉCLAIRAGE, CLOTURE, RAMPE HANDICAPÉ + GARDE-CORP, PERSIENNE ET  ÉQUIPEMENT MÉCANIQUE.",0,-73.57689536415694,45.49357153079454,298789.92,5039297.14,0.057308756
465018,1000698291,1000093192,1991-12-19,1992-03-03,1171  rue Sainte-Catherine Ouest,Ville-Marie,TR,Transformation,Commercial,Edifice à bureau,"AMENAGER 1 RAMPE D'ACCES AU RC FACE A LA RUE STANLEY, REMPLACER GRANITE DES MARCHES & REAMENAGER LE VESTIBULE DE C ETTE MEME ENTREE,MODIF.STRUCT",0,-73.57366180929606,45.49925765839381,299043.24,5039928.8,0.057308756
463863,1001390301,1000989701,2001-07-11,2001-08-22,425  boulevard De Maisonneuve Ouest,Ville-Marie,TR,Transformation,Commercial,Commercial,"AU NIVEAU DU RC,AJOUT D'UNE MARQUISE VITREE AU DESSUS DE L'ENTREE(PRÉSIDENT KENNEDY)RÉNOVATION DU PALIER D'ENTRÉE, AJOUT RAMPES POUR HANDICAPÉS",0,-73.57016899367939,45.50586520767152,299316.85,5040662.86,0.057308756
460130,1002415794,1000262594,1994-05-16,1994-05-16,5459  rue Chabot,Le Plateau-Mont-Royal,TR,Transformation combinée,Résidentiel,3 Logements,"REPARACTION: CONSTRUCTION D'UNE RAMPE D'ACCES EN BOIS, MODIFICATION DE  LA SALLE DE BAIN EXISTANTE",0,-73.58423223992614,45.53906556697419,298221.78,5044353.5,0.057308756
461513,1000365691,1000398691,1991-06-27,1991-08-09,8150  rue Saint-Denis,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Commercial,Mixte,"CONSTRUCTION D'UNE RAMPE POUR HANDICAPPE,(NON REQUIS PAR RECLEMENT) SUR FACADE AVANT.CONST. DE BETON TEL QUE P LAN. BUREAU D'OPTICIEN",0,-73.63015249983842,45.54288522442316,294636.27,5044782.77,0.057308756
464251,1002783594,1000403096,1994-07-15,1996-05-13,8055  rue Lajeunesse,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Commercial,Commercial,"REAMENAGEMENT DE LA SALLE DE MONTRE. REFAIRE LES FACADES DES BATIMENTS, AMENAGER STATIONNEMENT SUR LE TOIT AVEC RAMPE D'ACCES.",0,-73.62770798271086,45.54350114521711,294827.28,5044850.91,0.057308756
174164,3001082873,3000533350,2015-11-02,2016-01-06,600  boulevard Lebeau,Saint-Laurent,TR,TDTransfo:Démo Partiel Int/Ext,INDUSTRIE,I2 Commerce de gros,MODIFICATIONS INTÉRIEURES / EXTÉRIEURES - «3097-2491 QUÉBEC INC.» ENLÈVEMENT D'UNE PARTIE DE LA MEZZANINE EXISTANTE + AJOUT D'UNE RAMPE D'ACCÈS,0,-73.66344997849791,45.52632406505073,292032.3,5042947.06,0.057308756
144196,3000756768,3000453825,2014-04-02,2015-03-30,800  rue Willibrord,Verdun,CO,Rénovation,Équipement collectif,Institutionnel,Réfection de la traverse en façade principal ainsi que des modifications de la rampe d'accès et des allées aux 4555 rue de Verdun.  Nouveaux garde-corps et mains courantes aux entrées. Ajout d'un ouvre-porte automatique à l'entrée du sous-sol su la 1er Avenue.,0,-73.57386040009817,45.45911436850081,299023.62,5035467.69,0.057308756
485832,1001325597,1000832297,1997-09-05,1997-11-24,850  rue Jean-Talon Ouest,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Commercial,Commercial,"CONSTRUIRE UNE SECTION DE PLANCHER EN BETON AU REZ-DE-CHAUSSEE AU-DESSUSDE LA RAMPE D'ACCESS AU SOUS-SOL, EN COMPLEMENT DE LA DEMANDE £9986-97.",0,-73.62494648749082,45.52580473439537,295039.86,5042883.95,0.057308756
402874,3003346926,3001708413,2024-02-16,2024-05-14,5594  5e Avenue,Rosemont - La Petite-Patrie,TR,Transformation,Résidentiel,3 Logements,"Au rez-de-chaussée et sous-sol, aménager une résidence pour personnes âgées de 5 chambres. En cour avant, aménager une rampe d'accès pour fauteuils roulants. Sur le mur latérale gauche, remplacer une porte dans les mêmes dimensions. Tel que documents approuvés.",-1,-73.57828756728831,45.54823130865686,298687.03,5045371.63,0.057308756
459112,1000641093,1000644893,1993-11-25,1993-12-21,3095  rue Sherbrooke Est,Rosemont - La Petite-Patrie,TR,Transformation,Gouvernemental,Centre hospitalier,AMENAGER RAMPE D'ACCES POUR HANDICAPES A L'ARRIERE DU BATIMENT.,0,-73.55783627032177,45.54251277535534,300283.48,5044734.77,0.057308756
442793,3003628193,3001909794,2025-12-22,2026-02-20,1370  boulevard Henri-Bourassa Est,Ahuntsic - Cartierville,TR,Transformation,Résidentiel,12 Logements +,"Aménager une rampe d'accès sur H-B, remplacer tous les escaliers, les garde-corps et les plancher des balcons en acier galvanisé dans les mêmes dimensions que l'existant. Remplacer 70 fenêtres et 45 portes dans les mêmes ouvertures ainsi que leurs linteaux. À l'intérieur, remplacer les portes d'entrée au logement. Refaire la séparation du Hall d'entrée.",0,-73.66298108390565,45.56212519332561,292077,5046925.62,0.057308756
355156,3003225664,3001596051,2022-11-10,2023-04-13,475  rue Cherrier,L'Île-Bizard - Sainte-Geneviève,TR,Terrasse,Résidentiel,1 Logement,"P.I.I.A. - REFAIRE LA TERRASSE EXISTANTE (EN BOIS) EN FAÇADE, CONSTRUIRE UNE PETITE TERRASSE SUR LE CÔTÉ GAUCHE ET DÉMOLIR LA RAMPE POUR HANDICAPÉS",0,-73.87848909295046,45.487026762890494,275214.19,5038636.62,0.057308756
402166,3003327197,3001793356,2023-12-04,2024-11-18,5633  rue Saint-Dominique,Le Plateau-Mont-Royal,TR,A1:Taux implantation modifié,Propriété publique,Bâtiment municipal,"En cour latérale sud, agrandir en aire de bâtiment sur 1 étage avec mezzanine pour la mise aux normes du système de réfrigération. En façade, construire une nouvelle rampe d'accès. Mise aux normes du bâtiment (accès universel, portes et fenêtres). Au toit, construire une cage d'escalier pour entretien. Nouvel aménagement paysager avec bassin de rétention. Rés. CA24 250081.",0,-73.59979218763847,45.52759824632797,297005.03,5043080.51,0.057308756
263705,3001423221,3000734457,2018-05-15,2018-08-16,5489  avenue Victoria,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Commercial,Commercial,"AU RDC, RÉAMÉNAGER L'AIRE DE PLANCHER POUR DIVISER LE LOCAL 5499 EN 2 LOCAUX DISTINCTS. SUR FAÇADE (VICTORIA), INSTALLER 1 PORTE. DANS COUR AVANT (VICTORIA), AMÉNAGER UNE RAMPE D'ACCÈS POUR FAUTEUILS ROULANTS. SUR MUR LATÉRAL EST, INSTALLER 1 UNITÉ DE CLIMATISATION. AJOUTER NUMÉRO CIVIQUE 5499A",0,-73.63136531345312,45.4918282520335,294532.28,5039108.92,0.057308756
387713,3003232156,3001589634,2022-12-05,2023-03-09,7601  rue François-Perrault,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Gouvernemental,Edifice gouvernemental,"À LA BIBLIOTHÈQUE RÉFÉECTION DE LA RAMPE D'ACCÈS, PERRON, ESCALIER, REMPLACER LA PORTE D'ENTRÉE PRINCIPALE DANS LES MÊMES DIMENSIONS, TELS QU'A L'ORIGINE ET AJOUTER UNE MAIN-COURANTE.",0,-73.60068246863118,45.562329027898116,296940.33,5046940.28,0.057308756
441653,3003631075,3001916365,2026-01-06,2026-04-08,7275  boulevard Saint-Laurent,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Commercial,Commercial,"AU RDC, PROCÉDER AU RÉAMÉGAMENT INTÉRIEUR DE L'ÉTAGE SANS MODIFICATION À LA STRUCTURE À L'NTÉRIEUR. À L'EXTÉRIEUR, RÉAMÉNAGER LA RAMPE D'ACCÈS UNIVERSELLE ET MODIFICATION D'UNE OUVERTURE DE FENÊTRE POUR EN FAIRE UNE NOUVELLE PORTE. NOUVEAU MARQUAGE AU SOL POUR SERVICE AU VOLANT ET POUR 1 CASE DE STATIONNEMENT RÉSERVÉE. TEL QUE LES DOCUMENTS SOUMIS.",0,-73.61891695602155,45.535508506793896,295512.45,5043961.62,0.057308756
139624,3000600662,3000298083,2012-09-06,2012-10-09,3315  boulevard Gouin Est,Montréal-Nord,TR,Transformation,Résidentiel,Maison d'hébergement,CONSTRUCTION D'UNE RAMPE D'ACCÈS (HANDICAPÉ),0,-73.65199332669548,45.58807113613366,292940.22,5049807.35,0.057308756
150273,3000773722,3000372884,2014-06-03,2014-07-10,16037  boulevard Gouin Ouest,L'Île-Bizard - Sainte-Geneviève,TR,Transformation - modification,Institutionnel,Édifice du culte,RÉNOVATIONS EXTÉRIEURES:  CONSTRUCTION D'UNE RAMPE D'ACCÈS EN BÉTON DE 1.06 MÈTRE DE HAUT AVEC MAIN COURANTE EN TUYAUX GALVANISÉS - PRESBYTÈRE = 12.2 MÈTRES   EGLISE (SALLE PAROISSIALE) = 6.1 MÈTRES,0,-73.8719183375007,45.48045416079885,275724.44,5037903.81,0.057308756
278910,3001671419,3000897374,2019-10-17,2019-11-07,1605  rue de Bellechasse,Rosemont - La Petite-Patrie,TR,Transformation,Gouvernemental,Edifice gouvernemental,"AU RDC, FACE À RUE DE BELLECHASSE, REMPL. UNE PORTE PAR UN MUR RIDEAU & FACE À LA RUE DE LANAUDIÈRE, INST. NOUV.MARQUISE, NOUV. PORTE DS NOUV.OUVERTURE ET NOUV. RAMPE D'ACCÈS.À L'INTÉRIEUR, RÉAMÉNAGER ESPACES VESTIAIRES ( SOCCER) EN UNE MAISON DE JEUNES. INSTALLER 2 NOUVEAUX ÉQUIPEMENTS SUR LE TOIT ( HAUTEUR MAXIMALE 2M) TELS QUE DOCUMENTS APPROUVÉS",0,-73.59553720238249,45.540525529325265,297339.1,5044516.73,0.057308756
476098,1001925996,1000971596,1996-10-25,1996-11-05,4545  rue Hochelaga,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Gouvernemental,Edifice gouvernemental,"AU RDC, REAMENAGEMENT DE BUREAUX POUR POSTE DE POLICE DE QUARTIER, EN   FACADE AJOUT D'UNE MARQUISE ET VESTIBULE D'ENTREE ET RAMPE HANDICAPE",0,-73.54535454349721,45.55705812204422,301259.11,5046350.58,0.057308756
514056,1000490803,1000358003,2003-04-24,2003-07-21,521  rue des Seigneurs,Le Sud-Ouest,TR,Transformation,Équi.Colle. et Institutionnels,Edifice gouvernemental,"RC, AGRANDIR L'AIRE DE PLANCHER. REAMÉNAGER 2 NOUVELLES ENTRÉES ET UNE  PARTIE DE L'ÉTAGE. FACADE DES SEIGNEURS, AJOUTER UNE RAMPE D'ACCES.",0,-73.5696758219469,45.48801294767889,299353.66,5038678.89,0.057308756
310349,3002430674,3001229853,2020-10-27,2020-12-11,521  rue des Seigneurs,Le Sud-Ouest,TR,Transformation,Équi.Colle. et Institutionnels,Équi.Colle. et Institutionnels,"Remplacement des portes et fenêtres, élargissement de la rampe d'accès universelle existante,et ajout d'un palier en acier à l'arrière du bâtiment. Réparation des briques (rajouter joints de dilatation verticaux), rejointoiement et réfection du crépi  pour s'agencer à l'existant.Travaux de structure.",0,-73.5699572454683,45.48870859965625,299331.73,5038756.22,0.057308756
251397,3001333198,3000714016,2017-08-24,2018-04-04,1101  rue Rachel Est,Le Plateau-Mont-Royal,TR,Transformation combinée,Commercial,Mixte,"En façade donnant sur la rue du parc lafontaine, refaire la rampe d'accès, les marches et l'aménagement paysager.",0,-73.57426231962845,45.52599368714982,298999.05,5042900.04,0.057308756
414589,3003136876,3001516039,2022-03-01,2022-04-01,3435  rue Drummond,Ville-Marie,TR,Travaux intérieurs,Résidentiel,12 Logements +,Remplacer la dalle structurale et le revêtement en béton de la rampe d'accès intérieure du garage. Tel que documents approuvés.,0,-73.57905550558101,45.50126948500423,298621.93,5040152.78,0.057308756
461545,1001436803,1000505903,2003-09-29,2003-09-29,8841  rue Meunier,Ahuntsic - Cartierville,TR,Transformation,Résidentiel,1 Logement,REFAIRE LE BALCON AV.AMÉNAGER RAMPE D'ACCÈS. AMÉNAGER  NOUVELLE CHAM-   BRE ET INSTALLER LÈVE-PERSONNE SUR RAIL. RÉAMÉNAGER PARTIE SALLE DE BAIN,0,-73.64618312221097,45.53855174423642,293383.55,5044303.34,0.057308756
359189,3003194205,3001552233,2022-07-14,2022-09-13,5970  rue Bannantyne,Verdun,TR,Transformation,Équipement collectif,Institutionnel,"EXT - En façade, remplacement de la rampe d'accès universel.",0,-73.5767346933471,45.44791796857226,298797.64,5034223.65,0.057308756
105898,3000248390,3000105726,2010-10-01,2010-11-24,4800  rue Saint-Dominique,Le Plateau-Mont-Royal,TR,Transformation combinée,Commercial,Mixte,"FACADE RC COTE VILLENEUVE, AJOUTER ENTREE EN ALCOVE POUR RAMPE HANDICAPE DU COMMERCE. RC, AGRANDISSEMENT DU COMMERCE DS LOG. AVEC MODIF.A LA STRUCTURE. 2E, AGRANDIR BATIMENT ENTRE LES DEUX SECTIONS EXISTANTES POUR AJOUT DE 1 LOG. 3E, AGRAND.LOG.EXIST.TEL PLANS. PROJET CONFORME RESOLUTION CE00 03056.",0,-73.58916948717145,45.52188329256416,297834.08,5042444.43,0.057308756
465178,1000134993,1000528993,1993-04-14,1993-11-01,677  rue Sherbrooke Ouest,Ville-Marie,TR,Transformation,Gouvernemental,Edifice gouvernemental,"AMENAGEMENT D'UNE RAMPE D'ACCES POUR HANDICAPE EXTERIEUR,AGRANDISSEMENT MINEUR REAMENAGEMENT INTERIEUR AU RC (PROJET 977-27-01)",0,-73.57352312338686,45.50491208251452,299054.65,5040557.17,0.057308756
359052,3003261558,3001609734,2023-04-06,2023-06-12,205  rue Sherbrooke Ouest,Le Plateau-Mont-Royal,TR,T2:Transf ext/PA  non requis,Commercial,Mixte,"En façade arrière, réparer rampe d'accès du stationnement (dalle structurale) et réparation du béton structural. Travaux non visible de la voie publique et aucun autres travaux.",0,-73.5709976450739,45.50977767840732,299252.48,5041097.71,0.057308756
365869,3003188143,3001621990,2022-06-21,2023-08-01,20  avenue Duluth Est,Le Plateau-Mont-Royal,TR,T1:Transformation ext/PA/PIIA,Commercial,Commercial,"Au RC, agrandir et aménager l'espace rangement à un local commercial et installer une rampe d'accès. En façade avant, agrandir l'ouverture et installer 1 porte et 1 fenêtre. Le tout tel que plans approuvés.",0,-73.57893100047346,45.51724310152638,298633.41,5041927.92,0.057308756
451960,1000508292,1000193493,1992-11-16,1993-06-09,2580  boulevard Saint-Joseph Est,Rosemont - La Petite-Patrie,TR,Transformation,Gouvernemental,Edifice gouvernemental,REAMENAGEMENT COMPLET DU BATIMENT BUREAU C.U.M.                         AMENAGEMENT D'UNE RAMPE D'ACCES POUR PERSONNES A CAPACITES REDUITES,0,-73.57201416146528,45.54323063990873,299176.38,5044815.44,0.057308756
75633,1600030497,1600036773,2004-02-23,2004-03-01,816   avenue Sainte-Croix,Saint-Laurent,CA,ME Modifications Extérieures,COMMERCE DE DÉTAIL,Commercial et Service HP,RAMPE HANDICAPÉS ET  FENESTRATION    «SERVICES COMMÉMORATIFS CELEBRIS»,0,-73.67614944322278,45.51355742093683,291037.18,5041530.4,0.057308756
68215,3000136266,3000045073,2009-04-16,2009-05-29,527  rue Sherbrooke Ouest,Le Plateau-Mont-Royal,TR,Transformation combinée,Gouvernemental,Maison d'enseignement,"EN FACADE: DEMOLIR LA MARQUISE EXISTANTE ET CONSTRUIRE NOUVELLE MARQUISE EN BETON DE MEMES DIMENSIONS QUE L'EXISTANTE. REMPLACER  RAMPE  ACCES SANS OBSTACLE, REMPLACER ESCALIER EN BETON ( 3 CONTREMARCHES). REFAIRE LE MURET DE PIERRE CALCAIRE COTE SUD, REPARER LA PIERRE DU MURET COTE NORD.",0,-73.57358783282241,45.50587812842968,299049.69,5040664.53,0.057308756
418654,3003537964,3001895396,2025-05-07,2025-11-17,1445  avenue Papineau,Ville-Marie,TR,Travaux extérieurs-intérieurs,Gouvernemental,Edifice du culte,"À l'intérieur, du sous-sol au rez-de-chaussée, ajouter un ascenseur. En cour avant, aménager une rampe d'accès. Travaux tels qu'aux plans approuvés.",0,-73.55311662895271,45.52334586080741,300650.64,5042604.47,0.057308756
418774,3003532081,3001853779,2025-04-16,2025-07-22,4239  rue Clark,Le Plateau-Mont-Royal,TR,Transformation combinée,Résidentiel,3 Logements,"Au rez-de-chaussée, réaménager la salle de bain et la chambre pour les adapter à la mobilité réduite. À l'arrière, remplacer une porte et installer une terrasse. En façade, ajouter une rampe.",0,-73.58275642297723,45.51793968833296,298334.62,5042005.64,0.057308756
2409,1200005181,1200008792,2002-08-15,2002-09-10,345  rue Cherrier,L'Île-Bizard - Sainte-Geneviève,TR,Transformation - modification,Commercial,Permis ancien système,"CONSTRUCTION D'UN PERRON DE BOIS, (TERRASSE COMMERCIAL) DE 10.66 X, 3.65 m A 1.0 m DU SOL. AVEC RAMPE, POUR HANDICAPE DE 8.53 X 1.21 m, DOIT ETRE CONFORME AU C.N.B. 1990",0,-73.87400957921275,45.48964729873698,275565.71,5038926.2,0.057308756
414730,3003424455,3001740474,2024-07-11,2024-07-12,880  boulevard Henri-Bourassa Est,Ahuntsic - Cartierville,TR,Transformation,Gouvernemental,Edifice gouvernemental,"Suite au permis 3001690053-24 : en cour avant donnant sur Henri-Bourassa Est, modifier la rampe d'accès universelle pour avoir une pente 1:12 et aménager 2 marches en béton.",0,-73.66629229146182,45.558798845718684,291817.75,5046556.48,0.057308756
507751,1000393093,1000370394,1993-08-20,1994-06-17,201  boulevard Crémazie Est,Ahuntsic - Cartierville,TR,Transformation,Commercial,Edifice à bureau,"REAMENAGEMENT COMPLET DU BATIMENT, REFAIRE LA TOITURE, INSTALLER DES    BOSSOIRS ET GARDE CORPS, AMENAGER RAMPE POUR HANDICAPE",0,-73.64050711738679,45.54373755341867,293827.84,5044878.85,0.057308756
456830,1000376192,1000454192,1992-08-28,1992-10-01,8870  rue Lajeunesse,Ahuntsic - Cartierville,TR,Transformation,Commercial,Commercial,"AMENAGEMENT D'UN RESTAURANT (SS,RC & 2E) + INSTALLATION D'UNE RAMPE     D'HANDICAPES.",0,-73.64120499631298,45.547360604543485,293774.05,5045281.58,0.057308756
456259,1002021796,1000104597,1996-11-11,1997-02-20,329  rue de la Commune Ouest,Ville-Marie,TR,Transformation,Commercial,Commercial,CONSTRUIRE UNE RAMPE D'ACCES POUR VEHICULES POUR ACCES AU NOUVEAU       STATIONNEMENT (329 DE LA COMMUNE)+OUVERTURE DS MUR MITOYEN AU S.S.,0,-73.55343017412484,45.50039050119449,300624.45,5040053.44,0.057308756
305136,3002049034,3001056134,2020-06-17,2020-07-15,6440  rue de Terrebonne,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Institutionnels,École primaire,"En cour avant, entrée principale côté rue de Terrebonne, ajouter une rampe d'accès universelle, installer marches de pierre et remplacer plancher du perron existant. Réaménager les blocs sanitaires.",0,-73.63415271088901,45.46722079522739,294309.85,5036374.66,0.057308756
332941,3003053393,3001452434,2021-08-26,2021-11-04,2275  rue Jean-Talon Est,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Commercial,Commercial,"EN FAÇADE, REMPLACER LES PERRONS, LES MARCHES ET LES RAMPES D'ACCÈS POUR PERSONNES À MOBILITÉ RÉDUITE.",0,-73.60405328574602,45.5517643334942,296675.66,5045766.54,0.057308756
257345,3001506841,3000774076,2019-02-25,2019-03-14,13050  rue Prince-Albert,Rivière-des-Prairies - Pointe-aux-Trembles,TR,Transformation,Gouvernemental,Edifice gouvernemental,"RÉAMÉNAGEMENT INTÉRIEUR PARTIEL DU BÂTIMENT . REMPLACEMENT ET MODIFICATIONS DE CERTAINES OUVERTURES ET REMPLACEMENT DE SECTIONS DU MUR EXTÉRIEUR. À L'EXTÉRIEUR, AMÉNAGER UNE RAMPE D'ACCÈS À LA PISCINE. TEL QUE PLANS.",0,-73.49247260566563,45.65414639752486,305386.66,5057139.27,0.057308756
228994,3001279568,3000742594,2017-01-25,2018-10-26,2525  boulevard Cavendish,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Commercial,Mixte,"AU RDC ET AU 2e ÉTAGE, AJOUTER 53 LOGEMENTS ET QUATRE SUITES COMMERCIALES. EN COUR AVANT, REFAIRE LES PERRON, RAMPE D'ACCÈS ET LE SOFFITE DE LA MARQUISE. FAÇADES AVANT ET LATÉRALE, RDC ET 2e, MODIFIER LES OUVERTURES ET LES FAÇADES TELS QUE PLANS. COUR LATÉRALE, REFAIRE LA GALERIE.",53,-73.62628806144568,45.46310866312647,294924.11,5035916.68,0.057308756
238230,3001177500,3000614713,2016-08-23,2016-11-21,800  boulevard Gouin Ouest,Ahuntsic - Cartierville,TR,Transformation,Gouvernemental,Edifice gouvernemental,"Ajouter une marquise et une rampe d'accès universel sur le côté latéral ouest du pavillon J qui deviendra l'entrée principale des visiteurs, terrassement et pavés unis autour de l'entrée (±600p2).",0,-73.6848610002995,45.544942671811405,290364.57,5045019.8,0.057308756
531008,1000604603,1000231903,2003-05-15,2003-05-23,4455  avenue Benny,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Résidentiel,12 Logements +,RÉAMÉNAGEMENT D'UNE RAMPE D'ACCES POUR LE 4455 BENNY,0,-73.63368621555497,45.46791641792934,294346.46,5036451.9,0.057308756
262523,3001449966,3000732484,2018-07-31,2018-07-31,4101  rue Sherbrooke Est,Rosemont - La Petite-Patrie,TR,Transformation,Gouvernemental,Edifice gouvernemental,"DANS LE JARDIN DES RACINES AUX NUAGES, ALLONGER LA PLATEFORME ET INSTALLER UNE NOUVELLE RAMPE D'ACCÈS, GARDE-CORPS 42 POUCES DE HAUTEUR. LE TOUT TEL QUE PLANS D'INGÉNIEUR.",0,-73.5617356250617,45.56438080148023,299980.85,5047165.22,0.057308756
265180,3001419346,3000733540,2018-04-30,2018-08-09,11600  boulevard de l' Acadie,Ahuntsic - Cartierville,TR,Transformation,Gouvernemental,Maison d'enseignement,Réfection de la cour d'école arrière et d'une partie de terrain face à Acadie. Refaire la rampe d'accès à la salle mécanique. Imperméabilisation des fondations existantes. Aménager un nouveau bassin de rétention. Relocalisation du conteneur à déchêts face à Victor-Doré.,0,-73.68868704401477,45.537184818559034,290063.77,5044158.35,0.057308756
449785,1002424599,1000347500,1999-12-08,2000-04-10,4380  rue Beaubien Est,Rosemont - La Petite-Patrie,TR,Transformation,Commercial,Commercial,INSTALLER PLAQUE METALLIQUE DE PROTECTION SUR MUR DE SOUTAINEMENT ET    AMENAGER RAMPE POUR PERSONNES A MOBILITE REDUITE.,0,-73.57736221619673,45.565284481384026,298761.11,5047266.7,0.057308756
356432,3003053153,3001524275,2021-08-25,2022-05-13,155  boulevard De Maisonneuve Est,Ville-Marie,TR,Travaux extérieurs,Résidentiel,12 Logements +,"En façade, au niveau rez-de-chaussée aménager une rampe d'accès au logement pour personne à mobilité réduite. Tel que documents approuvés.",0,-73.56466734371126,45.51351745495775,299747.44,5041512.89,0.057308756
440650,3003623187,3001899373,2025-11-28,2025-12-01,1201  boulevard René-Lévesque Ouest,Ville-Marie,TR,Travaux intérieurs,Commercial,Commercial,"À la rampe d'accès au stationnement de l'hôtel Sheraton, retirer la couche d'asphalte, la dalle en béton et l'étanchéité sous-jacente, effectuer les réparations localisées du béton, installer une nouvelle couche d'asphalte adhérente, une dalle en béton et une membrane d'étanchéité; au sous-sol 5, refaire partiellement la structure. Tel que plans approuvés.",0,-73.57173827875445,45.49792804433146,299193.43,5039780.9,0.057308756
336062,3003039476,3001435295,2021-07-12,2021-09-28,6674  avenue de l' Esplanade,Rosemont - La Petite-Patrie,TR,Transformation,Commercial,Commercial,"EN FAÇADE AVANT, REMPLACER UNE FENÊTRE POUR  FAIRE UNE NOUVELLE PORTE D'ENTRÉE ( Nouvelle ouverture) Y COMPRI LES NOUVELLES MARCHES ET RAMPE D'ACCÈS + GARDE CORPS. EN FAÇADE LATÉRAL, REMPLACER DEUX FENÊTRES POUR FAIRE UNE NOUVELLE OUVERTURE POUR PORTE GARAGE. STRUCTURE TOUCHÉE. TEL QUE DOCUMENTS APPROUVÉS",0,-73.61475266159803,45.52920877917852,295836.69,5043261.06,0.057308756
411799,3003464870,3001794134,2024-10-04,2024-11-20,655  rue Willibrord,Verdun,TR,Transformation,Équipement collectif,Institutionnel,"PIIA - En façade, réfection de la rampe d'accès avec modification aux dimensions. Remplacement des portes et du mur rideau",0,-73.57228190580184,45.459900314876684,299147.14,5035554.92,0.057308756
366875,3003176417,3001534733,2022-05-17,2022-06-27,1603  boulevard Pie-IX,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Gouvernemental,Maison d'enseignement,"En façade avant (boul. Pie-IX), démolition et reconstruction d'une rampe d'accès longeant le bâtiment à partir du stationnement jusqu'au balcon + aménagement d'un stationnement à vélos. Le tout tel que plan d'architecture et d'ingénieur. Aucun abattage d'arbre autorisé.",0,-73.53763212519111,45.54965757891236,301861.63,5045527.84,0.057308756
286165,3001492196,3000761733,2019-01-25,2019-02-07,1555  avenue Lartigue,Ville-Marie,TR,Travaux extérieurs-intérieurs,Résidentiel,3 Logements,"En façade de la cour intérieure, remplacer une porte dans la même ouverture en ajoutant une rampe d'accès universel dans la cour. Au rez-de-chaussée, réaménager partiellement l'intérieur du logement. Aucuns travaux structuraux. Tels que plans approuvés.",0,-73.55684445020243,45.52047447442227,300359.2,5042285.57,0.057308756
