row_id,issue_date,permit_date,year,month_number,job_category,job_description,building_type,work_type,construction_value,units_added,address,legal_description,zoning,neighbourhood_numberr,neighbourhood,count,latitude,longitude,location,geometry_point,floor_area,bia,occupancy_granted_date
1-566915130,2025-04-11T00:00:00.000,2025-04-11T00:00:00.000,2025,4,Home Improvement,"To construct interior alterations (New indoor elevator and new stair configuration (basement to main floor to 2nd floor), main floor renovations, kitchen renovations, new gas fireplace, new gas heater in garage, 2nd floor renovations, and Basement development with Theatre, Gym, Bathroom, Storage and mechanical room. NOT to be used as an additional Dwelling).",Single Detached House (110),,110000,,1229 - SUMMERSIDE DRIVE SW,Plan 0122564 Blk 4 Lot 33,RSF,6213,SUMMERSIDE,1,53.42089160833189,-113.47016116787502,"{'latitude': '53.42089160833189', 'longitude': '-113.47016116787502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.47016116787502, 53.42089160833189]}",,,
1-633900562,2025-10-28T00:00:00.000,2025-10-28T00:00:00.000,2025,10,Home Improvement,"To construct interior alterations to a Residential Use building (push piers- hydraulically driven steel piers to stabilize and lift the settling structure, NOT to be used as an additional Dwelling). 18623 - 78 AVENUE NW",Single Detached House (110),,43200,,18623 - 78 AVENUE NW,Plan 9022801 Blk 46 Lot 14,RS,4270,LYMBURN,1,53.51102508294391,-113.64569122044405,"{'latitude': '53.51102508294391', 'longitude': '-113.64569122044405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.64569122044405, 53.51102508294391]}",,,
1-403118939,2021-10-14T00:00:00.000,2021-10-14T00:00:00.000,2021,10,Home Improvement,"To construct exterior and interior alterations to a Single Detached House (upper front landing, 1.82m x 2.43m @ 0.60m in Height; wheelchair ramp, 1.21m x 5.48m; lower front landing, 1.52m x 1.52m @ 0.15m in Height; and main floor renovations) and to develop a Secondary Suite the Basement. Suite main room, kitchen, 1 bathroom, 1 bedroom, 1 laundry/mechanical room and 1 common foye.",Single Detached House (110),,50000,,13624 - 139 STREET NW,Plan 3785KS Blk 4 Lot 23,RF1,3430,WELLINGTON,1,53.59881311280277,-113.56085747190427,"{'latitude': '53.59881311280277', 'longitude': '-113.56085747190427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.56085747190427, 53.59881311280277]}",,,
1-632199629,2025-12-01T00:00:00.000,2025-12-01T00:00:00.000,2025,12,Home Improvement,To construct a front uncovered deck extension to an existing unenclosed front porch (1.07m x 1.83m @ 0.9m in Height) with an accessibility ramp (0.91m x 3.66m).,Single Detached House (110),,,,1658 - TOMPKINS WYND NW,Plan 9926163 Blk 34 Lot 64,RSF,5640,TERWILLEGAR TOWNE,1,53.44901291717581,-113.58225373981627,"{'latitude': '53.44901291717581', 'longitude': '-113.58225373981627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.58225373981627, 53.44901291717581]}",,,
1-635589730,2025-11-20T00:00:00.000,2025-11-20T00:00:00.000,2025,11,Home Improvement,"To construct interior alterations to a Residential Use building (installing push piers, which are steel foundation supports that are hydraulically driven into the ground until they reach stable soil or bedrock. They’re used to lift and stabilize buildings that have settled due to weak or shifting surface., NOT to be used as an additional Dwelling). Changed from 22 to 20 piers",Single Detached House (110),,59400,,11336 - 88 STREET NW,Plan 8451ET Blk 70 Lot A,RS,1160,PARKDALE,1,53.563789514213504,-113.47709782622051,"{'latitude': '53.563789514213504', 'longitude': '-113.47709782622051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.47709782622051, 53.563789514213504]}",,,
1-416221763,2021-12-07T00:00:00.000,2021-12-07T00:00:00.000,2021,12,Home Improvement,To construct interior alterations to a Single Detached House (addition of elevator shaft & related structural changes on the main floor & basement).,Single Detached House (110),,20000,,986 - HOLLINGSWORTH BEND NW,Plan 0223933 Blk 161 Lot 38,RF1,5620,HODGSON,1,53.460645536251924,-113.55740408985038,"{'latitude': '53.460645536251924', 'longitude': '-113.55740408985038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.55740408985038, 53.460645536251924]}",,,
1-637567845,2025-12-09T00:00:00.000,2025-12-09T00:00:00.000,2025,12,Home Improvement,"To construct interior alterations to a Residential Use building (installing push piers, which are steel foundation supports driven into stable soil or bedrock to lift and permanently stabilize a settling structure).",Single Detached House (110),,43200,,6528 - 112 STREET NW,Plan 2820HW Blk 11 Lot 21,RS,5310,PARKALLEN,1,53.5028623633954,-113.5205416483475,"{'latitude': '53.5028623633954', 'longitude': '-113.5205416483475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5205416483475, 53.5028623633954]}",,,
1-648632589,2026-03-17T00:00:00.000,2026-03-17T00:00:00.000,2026,3,Home Improvement,"To construct interior alterations (Supply and installation of 2 RAM elevator systems, NOT to be used as an additional Dwelling).",Single Detached House (110),,90000,,4806 - MACTAGGART CREST NW,Plan 0626895 Blk 11 Lot 36,RS,5477,MACTAGGART,1,53.437175742940106,-113.55959735818057,"{'latitude': '53.437175742940106', 'longitude': '-113.55959735818057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.55959735818057, 53.437175742940106]}",,,
1-621193989,2025-08-13T00:00:00.000,2025-08-13T00:00:00.000,2025,8,Home Improvement,"To construct interior alterations, modify structural floor joist (installing a handicap lift, NOT to be used as an additional Dwelling).",Single Detached House (110),,500,,1081 - TORY ROAD NW,Plan 0024786 Blk 71 Lot 14,RS,5640,TERWILLEGAR TOWNE,1,53.45124599245489,-113.56949916431,"{'latitude': '53.45124599245489', 'longitude': '-113.56949916431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.56949916431, 53.45124599245489]}",,,
1-635975602,2025-11-10T00:00:00.000,2025-11-10T00:00:00.000,2025,11,Home Improvement,"To construct interior alterations to a Residential Use building ( Foundation repair (installing push piers, which are steel foundation supports driven into stable soil or bedrock to lift and permanently stabilize a settling structure)). 3527 - 118 STREET NW",Single Detached House (110),,35100,,3527 - 118 STREET NW,Plan 4627NY Blk 51 Lot 7,RS,5220,GREENFIELD,1,53.46987307373125,-113.53728364549706,"{'latitude': '53.46987307373125', 'longitude': '-113.53728364549706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53728364549706, 53.46987307373125]}",,,
0-311388364,2019-06-19T00:00:00.000,2019-06-19T00:00:00.000,2019,6,Home Improvement,To construct a front uncovered deck with accessibility ramp to a Single Detached House (1.64m x 3.04m @ 0.76m in Height).,Single Detached House (110),,,,11929 - 126 STREET NW,Plan 1025HW Blk 8 Lot 15,RF3,3350,PRINCE CHARLES,1,53.57290256922909,-113.53899942941221,"{'latitude': '53.57290256922909', 'longitude': '-113.53899942941221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53899942941221, 53.57290256922909]}",,,
1-418796593,2022-01-06T00:00:00.000,2022-01-06T00:00:00.000,2022,1,Home Improvement,To construct interior alterations to a Single Detached House (Installation of an elevator for wheelchair access to all floors).,Single Detached House (110),,25000,,362 - TWIN BROOKS DRIVE NW,Plan 8922759 Blk 19 Lot 30,RF1,5511,TWIN BROOKS,1,53.44440774506999,-113.52429474309653,"{'latitude': '53.44440774506999', 'longitude': '-113.52429474309653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52429474309653, 53.44440774506999]}",,,
0-340200572,2019-11-14T00:00:00.000,2019-11-14T00:00:00.000,2019,11,Home Improvement,"To construct interior alterations to a Single Detached House (Proposed single occupancy elevator installation for Main Floor to Basement Floor access, NOT to be used as an additional Dwelling).",Single Detached House (110),,40000,,731 - BLACKWOOD CRESCENT SW,Plan 9223152 Blk 4 Lot 14,RF1,5590,BLACKBURNE,1,53.42972110210067,-113.50214699664275,"{'latitude': '53.42972110210067', 'longitude': '-113.50214699664275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50214699664275, 53.42972110210067]}",,,
0-351958467,2020-02-13T00:00:00.000,2020-02-13T00:00:00.000,2020,2,Home Improvement,To construct an addition (Other: elevator ).,Single Detached House (110),,5000,,17446 - 107A STREET NW,Plan 1120656 Blk 85 Lot 27,RSL,3120,CHAMBERY,1,53.638730139234895,-113.50890881201744,"{'latitude': '53.638730139234895', 'longitude': '-113.50890881201744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50890881201744, 53.638730139234895]}",,,
1-400993872,2021-08-17T00:00:00.000,2021-08-17T00:00:00.000,2021,8,Home Improvement,To construct interior and exterior alterations (Elevator Housing / Stair entrance to 3rd storey roof balcony).,Single Detached House (110),,20000,,9538 - 100A STREET NW,Plan Q Blk 3 Lot 19,RF3,1220,ROSSDALE,1,53.53204212090423,-113.49277741995732,"{'latitude': '53.53204212090423', 'longitude': '-113.49277741995732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49277741995732, 53.53204212090423]}",,,
0-304282394,2019-06-06T00:00:00.000,2019-06-06T00:00:00.000,2019,6,Home Improvement,To construct two additions ( rear and side additions on main floor) and a rear uncovered deck with a wheelchair ramp (1.83m x 4.7m @0.8m in Height) to a Single Detached House.,Single Detached House (110),,48062,,10923 - 89 AVENUE NW,Plan 6090U Blk 149 Lots 28-29,"RF3, RF3",5200,GARNEAU,1,53.524525490061386,-113.51339793027239,"{'latitude': '53.524525490061386', 'longitude': '-113.51339793027239', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.51339793027239, 53.524525490061386]}",,,
0-326377403,2019-10-04T00:00:00.000,2019-10-04T00:00:00.000,2019,10,Home Improvement,"To construct an addition to a Single Detached House (2 storey garage addition with storage and elevator, 3.66 m x 2.74 m).",Single Detached House (110),,8000,,1115 - WAHL PLACE NW,Plan 1521696 Blk 15 Lot 38,RSL,5570,WINDERMERE,1,53.442027671284436,-113.62430135942742,"{'latitude': '53.442027671284436', 'longitude': '-113.62430135942742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.62430135942742, 53.442027671284436]}",,,
0-303756377,2019-02-08T00:00:00.000,2019-02-08T00:00:00.000,2019,2,Home Improvement,To construct interior alterations to a Single Detached House (to install PVE elevator - cut 99 cm holes in Main level floor and 2nd level floor).,Single Detached House (110),,3200,,709 - PORTER COURT NW,Plan 0022818 Blk 7 Lot 51,RF1,4710,POTTER GREENS,1,53.519123098159746,-113.67609500134324,"{'latitude': '53.519123098159746', 'longitude': '-113.67609500134324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.67609500134324, 53.519123098159746]}",,,
1-390448080,2021-05-19T00:00:00.000,2021-05-19T00:00:00.000,2021,5,Home Improvement,"To construct exterior alterations to a Single Detached House (Driveway extension with permanent handrail, to be used as a walkway, 1.80m x 7.78m).",Single Detached House (110),,,,3934 - 105 STREET NW,Plan 8421923 Blk 34 Lot 79,RF1,5160,DUGGAN,1,53.47603135993399,-113.50155662085132,"{'latitude': '53.47603135993399', 'longitude': '-113.50155662085132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50155662085132, 53.47603135993399]}",,,
1-75893111,2009-07-14T00:00:00.000,2009-07-14T00:00:00.000,2009,7,Commercial Final,"To change use (office to residential) and construct interior and exterior alterations for a 44-unit shelter building [with exterior fire escape/elevator enclosures, roof-top patio; temporary lodging facility: (""heritage-listed"") ""Immigration Hall"" ]",Apartments (310),(03) Exterior Alterations,6373000,0,10534 - 100 STREET NW,Plan EF Lots 137-138,DC1,1140,MCCAULEY,1,53.54846768251452,-113.49205329677623,"{'latitude': '53.54846768251452', 'longitude': '-113.49205329677623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49205329677623, 53.54846768251452]}",22353,Chinatown and Area,
1-111183738,2011-10-13T00:00:00.000,2011-10-13T00:00:00.000,2011,10,Commercial Final,To construct interior alterations to an existing mixed use high rise building (landlord work to remove 4th floor elevator lobby partitions and subdivde the office space with a new demising wall)  Icon Tower - Phase 2.,Apartment Condos (315),(03) Interior Alterations,10000,0,10154 - 104 STREET NW,"Condo Common Area (Plan 1024741,1125068)",HA,1090,DOWNTOWN,1,53.54218739292731,-113.49976930911387,"{'latitude': '53.54218739292731', 'longitude': '-113.49976930911387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49976930911387, 53.54218739292731]}",,Downtown,
1-92589687,2009-12-23T00:00:00.000,2009-12-23T00:00:00.000,2009,12,Commercial Final,To Construct interior alterations to 2 apartment Bldgs- new guards and handrails to conform to code as directed by Health Dept.,Apartment Condos (315),(03) Interior Alterations,5000,0,11037 - 84 STREET NW,Condo Common Area (Plan 0521011),RL,1070,CROMDALE,1,53.559265314847956,-113.47034012735247,"{'latitude': '53.559265314847956', 'longitude': '-113.47034012735247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.47034012735247, 53.559265314847956]}",,,
1-96361652,2010-12-03T00:00:00.000,2010-12-03T00:00:00.000,2010,12,Commercial Final,"To construct an addition to an existing senior's Apartment Building, Kiwanis Place.  Construction of a new elevator shaft at the South end of the building to house two new elevators and a small lobby.",Apartment Condos (315),(02) Addition,2636000,0,10330 - 120 STREET NW,Plan 3374RS Blk 20 Lot 44A,MU,1151,WÎHKWÊNTÔWIN,1,53.54537178717321,-113.52925412279683,"{'latitude': '53.54537178717321', 'longitude': '-113.52925412279683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52925412279683, 53.54537178717321]}",756,,
0-109766978,2011-05-25T00:00:00.000,2011-05-25T00:00:00.000,2011,5,Commercial Final,To construct interior alterations to an existing apartment house - Modification of suite #303 for barrier free access and barrier free washroom.,Apartments (310),(03) Interior Alterations,30000,0,"303, 7951 - 96 STREET NW",Plan 9723734 Unit 5,,6610,RITCHIE,1,,,,,924,,
0-129557689,2012-11-30T00:00:00.000,2012-11-30T00:00:00.000,2012,11,Commercial Final,To Install Fall Arrest Anchors to the roof of an existing Apartment Building and install a ladder to access the elevator penthouse roof.,Apartments (310),(03) Exterior Alterations,46461,0,9923 - 103 STREET NW,Condo Common Area (Plan 7722128),HDR,1090,DOWNTOWN,1,53.5379109893012,-113.49687472874884,"{'latitude': '53.5379109893012', 'longitude': '-113.49687472874884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49687472874884, 53.5379109893012]}",5172,Downtown,
1-27990187,2011-12-14T00:00:00.000,2011-12-14T00:00:00.000,2011,12,Commercial Final,"To change a general retail use (main floor) to residential apartment  use and to construct interior/exterior alterations, adding 7 new residential suites each separately accessible at grade, existing 5 story apartment house.",Apartments (310),(08) Add Suites to Multi-Dwelling,135000,7,16427 - STONY PLAIN ROAD NW,Condo Common Area (Plan 8522475),CG,4180,GLENWOOD,1,53.541007222793326,-113.60528042210478,"{'latitude': '53.541007222793326', 'longitude': '-113.60528042210478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.60528042210478, 53.541007222793326]}",4616,Stony Plain Road and Area,
3-90208568,2011-10-24T00:00:00.000,2011-10-24T00:00:00.000,2011,10,Commercial Final,"Replace exterior stairs, handrails and guards on all units of an 8 unit and 7 unit condo complex - Cottonwood Manor.",Row Houses (330),(03) Exterior Alterations,8100,0,1901 - SADDLEBACK ROAD NW,Condo Common Area (Plan 8222627),RM,5460,SKYRATTLER,1,53.449807345118714,-113.52069780970527,"{'latitude': '53.449807345118714', 'longitude': '-113.52069780970527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52069780970527, 53.449807345118714]}",,,
0-180645537,2016-01-05T00:00:00.000,2016-01-05T00:00:00.000,2016,1,Commercial Final,To construct an office space and ramp in the lobby of an existing 15 story residential building.,Apartments (310),(03) Interior Alterations,8000,0,6425 - 101 AVENUE NW,"Plan 5269MC Blk 3A Lots 8,OT",RL,6730,TERRACE HEIGHTS,1,53.540572081605596,-113.43039741572407,"{'latitude': '53.540572081605596', 'longitude': '-113.43039741572407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.43039741572407, 53.540572081605596]}",,,
0-109116717,2011-04-14T00:00:00.000,2011-04-14T00:00:00.000,2011,4,Commercial Final,To construct exterior alterations (maintenance) (parkade access ramp) to an existing Apartment Building (Riverview Towers).,Apartments (310),(03) Exterior Alterations,43000,0,10045 - 117 STREET NW,"Condo Common Area (Plan 8121550,8521973)",DC,1151,WÎHKWÊNTÔWIN,1,53.54005115651512,-113.52261331944936,"{'latitude': '53.54005115651512', 'longitude': '-113.52261331944936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52261331944936, 53.54005115651512]}",1875,,
0-86743529,2009-07-13T00:00:00.000,2009-07-13T00:00:00.000,2009,7,Commercial Final,To Construct interior alterations - upgrade handrails in exit stairwells of 9 Apartment Bldgs as per Health Board directive.,Apartments (310),(03) Interior Alterations,87000,0,8507 - 156 STREET NW,SW-26-52-25-4,RL,4280,LYNNWOOD,1,53.51831786632901,-113.58839718351052,"{'latitude': '53.51831786632901', 'longitude': '-113.58839718351052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.58839718351052, 53.51831786632901]}",,,
2-269989630,2018-06-15T00:00:00.000,2018-06-15T00:00:00.000,2018,6,Commercial Final,"To construct interior and exterior alterations to a Health Services Building, enclose existing front covered verandah to create an unheated entry, construct Unenclosed Front Porch - 1.67 m x 1.52 m, façade improvement, and to construct a barrier free ramp.",Single House (110),(10) Convert Residential to Non-Res,120000,-1,13431 - 118 AVENUE NW,Plan 554KS Blk 3 Lot 8,DC2,3450,WOODCROFT,1,53.570039369295195,-113.55417036455198,"{'latitude': '53.570039369295195', 'longitude': '-113.55417036455198', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.55417036455198, 53.570039369295195]}",,,
1-361403023,2020-05-22T00:00:00.000,2020-05-22T00:00:00.000,2020,5,Commercial Final,To construct Interior Alteration to parkade of apartment condo building - Country Gardens Condominium 2020 Entrance and Exit Ramp Repair Program - Structural repairs of entrance/exit ramp to underground parkade. Work includes replacement of concrete entrance/exit ramp with addition of structural grade beams and the replacement of a reinforced concrete trench drain assembly.,Apartment Condos (315),(03) Interior Alterations,66900,0,14810 - 51 AVENUE NW,Condo Common Area (Plan 7620951),RM,5080,BRANDER GARDENS,1,53.48966401241208,-113.57539885015686,"{'latitude': '53.48966401241208', 'longitude': '-113.57539885015686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.57539885015686, 53.48966401241208]}",2475.7,,
12-1065705,2019-09-18T00:00:00.000,2019-09-18T00:00:00.000,2019,9,Commercial Final,"To construct an addition and interior alterations to a existing Lodging House, ''Salvation Army''. Construct 2.9m x 5.6m addition for relocated interior exit stair, new Elevator hoistway, demo/construct some interior partition walls, update fire alarm system, update sprinkler system.",Apartments (310),(02) Addition,300000,0,9304 - 103A AVENUE NW,Plan RN23 Blk 6 Lots 1-8,RM,1020,BOYLE STREET,1,53.54886300885622,-113.4776459730329,"{'latitude': '53.54886300885622', 'longitude': '-113.4776459730329', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.4776459730329, 53.54886300885622]}",,,
0-313843442,2019-07-24T00:00:00.000,2019-07-24T00:00:00.000,2019,7,Commercial Final,"To construct interior and exterior alterations to an existing building.  Ground Level, minor guard rail repairs occurring on several other levels including level 1, 2, and 4. Repairs are also occurring on an exterior curb and overhead beam on a loading ramp on the exterior of the building. ""McDonald Estates parking structure repairs""",Apartment Condos (315),(03) Interior Alterations,106226,0,9925 - JASPER AVENUE NW,Plan 4132RS Blk F,CCA,1090,DOWNTOWN,1,53.54088529659043,-113.48911012717916,"{'latitude': '53.54088529659043', 'longitude': '-113.48911012717916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48911012717916, 53.54088529659043]}",2000,Downtown,
1-365017563,2020-07-15T00:00:00.000,2020-07-15T00:00:00.000,2020,7,Commercial Final,"To construct interior alterations to parkade level of residential condo building.  ""Park Place Condominiums 2020 Parkade Repair Program"" (Repair entrance ramp, and replace two floor drains and sump framing in slab)",Apartment Condos (315),(03) Interior Alterations,50000,0,10050 - 118 STREET NW,Condo Common Area (Plan 8221628),DC,1151,WÎHKWÊNTÔWIN,1,53.54033915762442,-113.52550733112804,"{'latitude': '53.54033915762442', 'longitude': '-113.52550733112804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52550733112804, 53.54033915762442]}",161.46,,
1-223894515,2017-06-14T00:00:00.000,2017-06-14T00:00:00.000,2017,6,Commercial Final,To construct interior alterations to upgrade a fire alarm and modernize the elevators - Hollyburn Tower.,Apartment Condos (315),(03) Interior Alterations,52000,0,12831 - 66 STREET NW,Condo Common Area (Plan 0721338),RM,2080,BELVEDERE,1,53.58700252892352,-113.44246648965897,"{'latitude': '53.58700252892352', 'longitude': '-113.44246648965897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.44246648965897, 53.58700252892352]}",200,Fort Road and Area,
1-323715268,2019-08-21T00:00:00.000,2019-08-21T00:00:00.000,2019,8,Commercial Final,"To change the Use of 3 Apartment House Dwelling Units to 1 Lodging House Sleeping Unit and to construct interior alterations (expand office space, and add barrier-free washroom and salon for Shepherd's Care)",Apartments (310),(03) Interior Alterations,230000,0,"101, 2755 - 109 STREET NW",Condo Common Area (Plan 1623512),RL,5180,ERMINESKIN,1,53.45864364621871,-113.50770096693701,"{'latitude': '53.45864364621871', 'longitude': '-113.50770096693701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50770096693701, 53.45864364621871]}",2165.7,,
1-246857818,2017-07-05T00:00:00.000,2017-07-05T00:00:00.000,2017,7,Commercial Final,"To construct exterior alterations to ""Sundance Housing Co-op"" apartment house (accessibility ramp for the main entrance).",Apartments (310),(03) Exterior Alterations,18000,0,8803 - 101 AVENUE NW,Plan 4047ET Blk B Lot 5,DC2,1210,RIVERDALE,1,53.543390220899866,-113.46655093087885,"{'latitude': '53.543390220899866', 'longitude': '-113.46655093087885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.46655093087885, 53.543390220899866]}",0,,
0-294411439,2019-01-30T00:00:00.000,2019-01-30T00:00:00.000,2019,1,Commercial Final,To construct exterior alterations to an existing condo complex. Scope is for parkade ramp repair.,Apartment Condos (315),(03) Exterior Alterations,181931,0,9921 - 104 STREET NW,Condo Common Area (Plan 7821088),HDR,1090,DOWNTOWN,1,53.53797595948353,-113.49871652725385,"{'latitude': '53.53797595948353', 'longitude': '-113.49871652725385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49871652725385, 53.53797595948353]}",3000,Downtown,
1-361297417,2020-05-22T00:00:00.000,2020-05-22T00:00:00.000,2020,5,Commercial Final,"To construct Interior Alteration to parkade of an apartment condo building - Varscona Towers 2020 Parking Structure Repair Program - Structural repairs of open-air parking structure including replacement of 2 concrete entrance/exit ramp slabs and trench drain assemblies. Partial replacement of concrete retaining wall, localized deteriorated concrete repairs. New asphalt parking stall addition at South East corner of building.",Apartment Condos (315),(03) Interior Alterations,53765,0,11007 - 83 AVENUE NW,Condo Common Area (Plan 9023429),RL,5200,GARNEAU,1,53.518829275303204,-113.51565189919718,"{'latitude': '53.518829275303204', 'longitude': '-113.51565189919718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.51565189919718, 53.518829275303204]}",1506.95,,
8-269602803,2019-10-30T00:00:00.000,2019-10-30T00:00:00.000,2019,10,Commercial Final,"To construct an addition, an amenity/administration building and exterior alterations to existing Apartment Building. A connecting building between Building A and B. 4 storey elevator, lobby, amenity & storage.",Apartments (310),(02) Addition,2230200,0,6515 - 172 STREET NW,Plan 4941RS Blk 11 Lot 8,RL,4080,CALLINGWOOD SOUTH,1,53.501245142857236,-113.61851638523248,"{'latitude': '53.501245142857236', 'longitude': '-113.61851638523248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.61851638523248, 53.501245142857236]}",,,
1-181656590,2017-01-13T00:00:00.000,2017-01-13T00:00:00.000,2017,1,Commercial Final,"To add 10 Dwellings (7 units on the 5th floor, 3 units on the 19th floor) and to construct interior alterations (P1-P4 new elevator lobby doors, main floor lobby renovations, 4th floor new laundry&amenity rooms, 5th and 19th floor new suites, main floor garbageroom) to an existing Apartment Housing building.",Apartment Condos (315),(08) Add Suites to Multi-Dwelling,613500,10,"507, 10049 - 103 STREET NW",Plan NB Blk 2 Lots 74-75,CCA,1090,DOWNTOWN,1,53.54022002527764,-113.4968753362669,"{'latitude': '53.54022002527764', 'longitude': '-113.4968753362669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.4968753362669, 53.54022002527764]}",,Downtown,
2-348767877,2020-05-12T00:00:00.000,2020-05-12T00:00:00.000,2020,5,Commercial Final,"To construct Exterior Alteration to an existing apartment condo building -  (Exterior renovation including modifications to the building envelope, including addition of building sheathing, building wrap,new cladding, replacement of membrane on walking deck, handrails)- Falcon Ridge Building A to E",Apartment Condos (315),(03) Exterior Alterations,434700,0,"8, 3111 - 142 AVENUE NW",Condo Common Area (Plan 8223113),DC2,2320,HAIRSINE,1,53.605779088897926,-113.3889947095013,"{'latitude': '53.605779088897926', 'longitude': '-113.3889947095013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.3889947095013, 53.605779088897926]}",,,
